doc_id,text,doc_date
993,"Sólyom más szemléletet sürget
__Pataky István______
Sólyom  László  reméli, hogy a
tegnapi konferencia - amelyen
a határon túli magyarok társada­
lomtudományi tudósai és a civil
szféra képviselői vettek részt - ha­
tással lesz a magyarországi közvéle­
ményre, s megváltoztatja az ez idá­
ig jellemző, csupán érzelmi szem­
pontból kialakított hozzáállást.
Mint arról a köztársasági elnök be­
számolt, a kisebbségben élő magya­
rok aktuális problémáit, általános
helyzetét bemutató tanácskozás
anyagait rövid időn belül közzéte­
szik. Annyi bizonyos, nem lehet ál­
talában a határon túliakról beszélni,
hisz nemcsak országonként más­
más a helyzetük, de egy államon be­
lül is óriásiak a különbségek az
identitásmegőrzés, az anyanyelvi
oktatás vagy a munkavállalás kér­
désében - fogalmazott Sólyom.
Az államfő megismételte azt a
korábban is hangoztatott álláspont­
ját, miszerint szeretne hozzájárulni
egy új szemlélet kialakításához a
szomszédos országokban élő ma­
gyarsághoz való viszonyulásban.
Sólyom László nyomatékosította,
hogy a konferenciasorozat további
üléseire sem tervezi meghívni a ha­
táron túli politikai szervezeteket,
hiszen - mint mondta - azoknak a
Magyar Állandó Értekezleten (Má­
ért) a helyük. Lapunk kérdésére az
államfő nem kívánta kommentálni
a Máért összehívásának immár
több mint másfél éves késését.
[á l l a m f ő i...]  Folytatás a 9., 
VEZÉRCIKK A 7. OLDALON >",2006-05-05
994,"Ismét vádolják Tasnádit
_Szenvedi Zoltán__________________
Miután februárban összesen
tizenegy bűncselekménnyel
vádolták meg az előzetes letartózta­
tásban lévő T u s n á d i  P é t e r t , tegnap
az ügyészség újabb vádiratot jutta­
tott el a bíróságra. Most a vállalko­
zó egykori felesége és annak élettár­
sa ellen tervezett merényletek miatt
kell felelnie a bíróság előtt. A vád­
hatóság szerint Tasnádi e bűncse­
lekményeket is bűnszervezetben
követte el, ami azt jelenti, hogy az
alapcselekményért kapható bünte­
tés felével növelhető a kiszabható
szabadságvesztés mértéke.
A vádirat szerint Tasnádi Péter
1999-es előzetes letartóztatása
alatt megromlott a viszonya fele­
ségével, aki 2000-ben ismerkedett
meg későbbi élettársával. Már ak­
kor közölte Tasnádival válási
szándékát. Ezt a vállalkozó azon­
ban ellenezte, „egy személyét, hír­
nevét sértő, megalázó és megbo­
csáthatatlan tettnek tekintette”.
Azzal fenyegetőzött, hogy ha a nő
nem hagyja el barátját, akkor
megöleti mindkettejüket.
T ovábbiak a 17. oldalon",2006-05-05
995,"Ha az EU megtilt költségvetésen kívüli elszámolásokat, nagyobb megszorítás lesz.",2006-05-05
996,"Az igaz mesék meséiőjét, Lázár Ervint köszöntjük hetvenedik születésnapján.",2006-05-05
997,"Égi jel az Omegától
Elkészült az Omega együttes új,
sorrendben 16. albuma. A 13
dalból álló lemezt tegnap mu­
tatták be a zenekar törökbá­
linti stúdiójában. Mint az a le­
mezbemutatón elhangzott, az
Égi jel - Omega az együttes
30 évvel ezelőtti dalára utalva
a XXL század városlakójáról,
városlakójának szól. (MTI)",2006-05-05
998,Utcai irodalmi előadást rendeztek a civilek a pesti belváros házaiért.,2006-05-08
999,Közel százezer diák kezdi ma az érettségit a magyar nyelv és irodalom vizsgával.,2006-05-08
1000,Amerikai nyomás miatt Irán felmondaná az atomsorompó-szerzödést.,2006-05-08
1001,Félmilliós bírságot kapott a gazdasági tárca a Közbeszerzési Döntőbizottságtól.,2006-05-08
1002,"Chirac bízik Villepinben
N e m tervezi a kormány átalakítá­
sát a francia elnök - mondták
szombaton Jacques Chirac
környezetében név nélkül nyi­
latkozó források, miközben a
Le Monde című párizsi lap hét
végi számában azt írta, hogy
a súlyos belpolitikai botrány
lecsillapítására az államfő fel­
ajánlotta a belügyminiszternek
a kormány vezetését. Chirac
állítólag pénteken tette meg
ajánlatát Nicolas Sarkozynek.
Sarkozy környezete ezt mérge­
zett ajándéknak tartja, amely
csak arra lenne jó, hogy letérít­
se a minisztert az elnöki szék
felé vezető útról. (MTI)",2006-05-08
1003,"Nyáron Gyurcsány-csomag?
Lendvai Ildikó szerint az MSZP-nek vállalnia kell az őszi vereség kockázatát
__Munkatársainktól____
Még az őszi helyhatósági vá­
lasztások előtt gazdasági „ki­
igazító” intézkedésekre kerülhet
sor - értesült lapunk szocialista kö­
rökből. A kormány célja, hogy
2010-ben bevezethesse az eurót,
ehhez szerintük kemény megszorí­
tó lépésekre van szükség. Egyik in­
tézkedés, az áfakulcs növelése,
azonnali ötszázalékos élelmiszerár­
emelkedést eredményezne. Egy al­
kotmánybírósági határozat értel­
mében (ez a Bokros-csomaggal
összefüggésben született) azonban
a társadalmat sokkoló döntések
csak 45 napos csúszással léphetnek
hatályba, hogy az emberek felké­
szülhessenek az új helyzetre.
L e n d v a i  I l d i k ó , az MSZP frakcióve­
zetője a hét végén arról beszélt,
hogy egy esetleges önkormányzati
választási vereség kockázatát is vál­
lalni kell, ha ez a reformok ára. Sze­
rinte az állami szférában a szerke­
zetátalakítás mellett létszámcsök­
kentésre is szükség van. A régi-új
kormánynak segítségére sietett a
Central European Management
Intelligence (CEMI) nevű gazda­
ságelemző, amely sokkoló megszo­
rításokat tanácsolt: a pedagógusok
bérének két évig tartó befagyasztá­
sát, negyvenezer tanár elbocsátását
az általános és középiskolákból, is­
kolabezárásokat és az államilag tá­
mogatott felsőoktatási férőhelyek
ötvenszázalékos csökkentését.
Információnk szerint a személyi
kérdéseket érintő koalíciós tárgya­
lások állása alapján biztosra vehető,
hogy F o d o r  G á b o r  (SZDSZ) nem
lesz igazságügyi miniszter, a poszt­
ra párttársát, H a n k ó  F a r a g ó  M i k ­
l ó s t tartják esélyesnek. A külügyi
tárca vezetésére S o m o g y i  F e r e n c 
mellett S z a n y i  T i b o r nevét emlege­
tik. S z i l i  K a t a l i n töltheti be tovább­
ra is a házelnöki tisztséget - ezt ma­
ga az érintett is megerősítette a hét
végén. Több forrásunk is úgy tájé­
koztatott, felmerült, hogy az összes
fegyveres testület 
(honvédség,
rendőrség, határőrség) egyetlen
minisztérium felügyelete alá kerül­
ne. A tárcát J u h á s z  F e r e n c honvé­
delmi miniszter vezethetné, bár
többen azt is megerősítették la­
punknak, hogy az MSZP alelnöke
párton belül pozícionálná magát,
G y u r c s á n y  F e r e n c mellett ő irányí­
taná a szocialistákat.
Részletek a 3. oldalon",2006-05-08
1004,"Meghalt a dahabi magyar sérült
_Munkatársunktól__.
Elhunyt az a magyar férfi, aki az
egyiptomi Dahabban elköve­
tett merényletben súlyos égési sé­
rüléseket szenvedett - közölte J u ­
h á s z  Z s u z s a , a Központi Honvéd
Kórház égési osztályának orvosa.
Az ötvenhárom éves K. András
szombaton reggel hét óra öt perc­
kor hunyt el. Szíve leállt, és az újra­
élesztési kísérlet nem járt sikerrel.
A férfit április 29-én szállítot­
ták a honvédkórházba, miután
különgép hozta haza Egyiptom­
ból. Testfelülete nagy része meg­
égett, és más sérüléseket is szen­
vedett. Az utóbbi napokban a kór­
ház orvosai folyamatosan küzdöt­
tek az életéért, de nem sikerült őt
megmenteni. Halálát az égési sé­
rülések és a véráramba került bak­
tériumok együttesen okozták. A
hivatalos jelentés szerint toxikus
krízis és szepszis következtében
hunyt el.
K. András április 24-én az
egyiptomi Sínai-félszigeten lévő
Dahab üdülőhelyen tartózkodott,
amikor terroristák három bombát
robbantottak a városban. 47 éves
felesége a helyszínen meghalt, ő
rendkívül súlyosan összeégett.
Életét először Kairóban, majd a
budapesti honvédkórházban pró­
bálták megmenteni, de ez a leg­
gondosabb kezelés ellenére sem
sikerült.
A terrortámadás során húsz
ember, svájci, orosz, libanoni és
német állampolgárok haltak meg
az egyiptomiak mellett. Egyelőre
nem tudni, ki hajtotta végre a tá­
madást, ám az egyiptomi hatósá­
gok szerint valószínűleg a terüle­
ten lakó beduin törzsek bosszú­
járól van szó, és nem a nemzet­
közi terrorhálózat, az al-Kaida
csapott le.",2006-05-08
1005,"Az adóemelés elkerülhetetlen
__Szabó Eszter________
A z államháztartás idei problé­
májának megoldásához a ki­
adások csökkentése mellett szük­
ség van a bevételek növelésére,
adóemelésekre és számos adóked­
vezmény eltörlésére is - hangsú­
lyozta a lapunknak nyilatkozó
P e t s c h n i g  M á r i a  Z i t a . A Pénzügy-
kutató Rt. főmunkatársa szerint a
pénzügyi válság veszélyének elhá­
rítása érdekében az új kormány­
nak elszántságot és kötelezettség­
vállalást kell most mutatnia
Brüsszel felé.
Felhívta a figyelmet arra is,
hogy nem lehet népszavazást tar­
tani az euró bevezetéséről, mint
azt a kormányfő javasolta a vá­
lasztási kampányban, hiszen a
csatlakozáskor vállaltuk, hogy
tagjai leszünk az Európai Monetá­
ris Uniónak. Ugyanakkor az ál­
lamháztartás rendbetételére az
eurócsatlakozás nélkül is szükség
van. A közösség ugyanis komo­
lyan fontolgatja, hogy forrásokat
von meg az unió legmagasabb hi­
ánnyal bíró országától, azaz ha­
zánktól. A tennivalók tekintetében
Petschnig Mária Zita demonstra­
tív lépésnek nevezte, hogy az ál­
lamapparátus magán kezdje a
karcsúsítást. Nemcsak a miniszté­
riumokban és háttérintézmé­
nyeikben kell ésszerű átalakítást
végrehajtani, hanem a parlamenti
bizottságok esetében is. A szak­
ember szerint jelentős átalakítás
vár az önkormányzatokra és a kis­
térségekre, az egészségügy finan­
szírozására és az oktatásra is.
Interjú a 11. oldalon",2006-05-08
1006,"Civil őrök milliárdokért
A honvédelmi tárca ezt a megoldást tartja olcsóbbnak
A Honvédelmi Minisztérium közel hat és fél milliárd forintot kí­
ván elkölteni őrző-védő cégekre ebben az évben. A szaktárca ál­
lítása szerint a honvédségi objektumok őrzése olcsóbb civil tár­
saságok megbízásával, mintha ezt a feladatot szerződéses kato­
nák látnák el.
___Haraszti Gyula___
Őrző-védő cégekre költ el 6,368
milliárd forintot az adófizetők
pénzéből a Honvédelmi Minisztéri­
um (HM) a tervek szerint ebben az
évben. A honvédségi kezelésben lé­
vő objektumokat ugyanis az úgyne­
vezett önkéntes hivatásos haderő
megszületése óta civil társaságok­
kal őriztetik.
A HM szóvivője, B o c s k a i  I s t v á n 
szerint ez az összeg ingatlanok el­
adása után is legfeljebb félmilliárd
forinttal csökkenhet az idén. A kö­
vetkező esztendőkben tovább fa­
raghatják a laktanyák őrzésének
költségeit, de ehhez át kell adni az
önkormányzatoknak, vagy értéke­
síteni kell mintegy ötven objektu­
mot. Jelenleg ugyanis számos olyan
létesítménye van a honvédségnek,
amelyeket már nem használnak ka­
tonai célokra, de a kezelői jogokat
nem sikerült átadni senkinek. Az
őrzés költségeit viszont a kezelő fi­
zeti akkor is, ha már nem tud mit
kezdeni az ingatlanokkal.
Bocskai tájékoztatása szerint a
haderő-tervezési főcsoportfőnök­
ség elődje több koncepciót dolgo­
zott ki a katonai objektumok őrzé­
sére. A szakemberek állítása sze­
rint az bizonyult a legjobb megol­
dásnak, ha civilekkel őriztetik a
laktanyákat, az elhagyott katonai
raktárakat vagy telkeket, mert ez
kétszer-háromszor olcsóbb, mint­
ha szerződéses katonák védenék
az objektumokat.
Egy laktanya őrzéséhez ugyanis
több száz emberre van szükség, a
katonáknak viszont magasabb a fi­
zetése, mint a civil őrző-védőknek.
Egy cég megbízása esetén nem kell
fizetni az egyéb járulékos költsége­
ket sem, például az őrök ellátását.
Arra a kérdésünkre, hogy egyéb
tevékenységeik mellett miért nem
lehet állandó feladata a katonáknak
az őrzés is, a szóvivő azt válaszolta:
a szerződéseseket nem vehetik ki a
kiképzési feladatokból.
IM illiárdokat...]  Folytatás a 2. oldalon >",2006-05-08
1007,"Négycsillagos tábornok a ClA élén
Hét végi sajtóértesülések szerint
Michael V. Hayden négycsil­
lagos tábornokot nevezi ki
George Bush amerikai elnök a
Központi Hírszerző Ügynök­
ség (CIA) váratlanul lemon­
dott igazgatója, Porter Goss
helyébe, aki mindössze 18 hó­
nap után megválik posztjától.
Michael Hayden 1999-2005
között az amerikai hírszerző
közösség „elektronikus fülét”,
a Nemzetbiztonsági Ügynök­
séget (NSA) vezette. (MTI)",2006-05-08
1008,"Már bronzérmes a Gazprom
A világ harmadik legértékesebb
vállalata az orosz Gazprom kő­
olajipari monopólium. A cso­
port piaci tőkeértéke a moszk­
vai tőzsdén átlépte a 300 mil­
liárd dollárt, ennél nagyobb ér­
téket csak az ExxonMobil -
390,8 milliárd dollár -, illetve
a General Electric - 372,9 mil­
liárd dollár - ért el. (MTI)",2006-05-08
1009,"FELAVATTÁK A HIMNUSZ EMLÉKMŰVÉT .
 A Himnusz kőből, márványból és bronzból készült emlékművét avattákfel vasárnap Budakeszin. A mű középpont­
jában bronz istenalak áll, amelyen a Himnusz sorai olvashatók. V. Majzik Mária Magyar Örökség díjas szobrászművész alkotásának része az a 21 bronzha­
rangból álló együttes, amely ünnepnapokon az Erkel Ferenc által komponált dallamokat játssza majd el. A szoboravató ünnepségen Gulyás Dénes Kos-
suth-dQas operaénekes, a körzet frissen megválasztott fideszes országgyűlési képviselője énekelt, majd Jókai Anna írónő mondott beszédet ",2006-05-08
1010,Tavaly a legnagyobb arányban nálunk váltak fizetésképtelenné a vállalkozások.,2006-05-09
1011,"Az EU már nem hisz hazánknak
Brüsszel szerint a hiány és az államadósság is jóval magasabb lesz a vártnál
Az idén és jövőre is Magyarország marad az EU legnagyobb
költségvetési hiányát produkáló tagállama -  állapítja meg az
Európai Bizottság tegnap közzétett jelentése, amely a magyar
kormány hivatalos mutatóinál lényegesen rosszabb számadato­
kat tett közzé az idei és a 2007-es évre vonatkozóan. Brüsszel
szerint közeledés helyett továbbra is távolodunk az eurótól.
___S z a b ó  E s z t e r___
Duzzadó államadósság és költ­
ségvetési hiány, romló helyze­
tű államháztartás, növekvő kamat­
teher, magas szinten stagnáló
munkanélküliség - ezek jellemzik a
magyar gazdaságot az Európai Bi­
zottság tegnap kiadott tavaszi jelen­
tése szerint. A 25 uniós tagállamra
vonatkozó előrejelzés szerint mind
az idei, mind a jövő évi magyar
hiányadatok számítanak messze a
legmagasabbnak az unió tagorszá­
gai között. Figyelemre méltó, hogy
az Európai Bizottság a magyar kor­
mány hivatalos mutatóinál lénye­
gesen rosszabb adatokat közölt az
idei és a jövő évre egyaránt. A jelen­
tést ismertető J o a q u í n  A l m u n i a , az
EU pénzügyi biztosa tegnap nem
hagyott kétséget afelől, hogy a ma­
gyar hiányt Brüsszelben soknak
tartják, s hogy a deficit mérséklése
miatt szigorítani kell a pénzügyi
politikánkat. Almunia a távirati
iroda beszámolója szerint elmond­
ta, az Európai Bizottság biztosíté­
kot kapott a magyar kormánytól
arra vonatkozóan, hogy az ország­
ban lépéseket tesznek az államház­
tartás rendbetételére.
[T á v o lo d un k...]
F olytatás a 13. oldalon >",2006-05-09
1012,"Csákváron nyílt kiállítás Pécsi L. Dániel jelképtervező, heraldikakutató címereiből.",2006-05-09
1013,"Belgrád csapdahelyzetben
Ha az uniós tárgyalások októberig
nem folytatódnak, rendkívüli
választásokat írnak ki Szerbiá­
ban. Legalábbis ezt javasolja
Mladjan Dinkics pénzügymi­
niszter, a G17 Plusz alelnöke.
Ha most lépünk ki a koalíció­
ból, akkor a kormányválság
miatt biztosan nem köthetnénk
meg az év végéig a stabilizációs
és társulási megállapodást, ér­
vel. Közben Vojiszlav Kostu-
nica miniszterelnök a kormány
ülésén cáfolta, hogy szilárd és
határidőt is tartalmazó ígéretet
adott volna Mladics kiszolgál­
tatására. (S. 1.)",2006-05-09
1014,A diszkrimináció miatt az ENSZ-hez fordult a kolozsvári Bolyai Kezdeményező Bizottság.,2006-05-09
1015,Mucuska-ügy: első fokon pert vesztett Tóth András nemzetbiztonsági államtitkár.,2006-05-09
1016,"Európai útkeresés
A nizzai szerződés értelmében Ro­
mánia és Bulgária csatlakozása
után nem lehet szó az Európai
Unió újabb bővítéséről, az Eu­
rópai Parlament elnöke tegnap
éppen ezért az európai alkot­
mány mielőbbi elfogadását
sürgette. Josep Borrell (képün­
kön) az Európa jövőjéről tar­
tott parlamenti találkozón tar­
tott nyitóbeszédében szólt erről
Brüsszelben. Az egyebek mel­
lett a globalizáció, a pénzügyi
források és a biztonságpolitika
kérdéseit is feszegető tanácsko­
záson beszédet mondott Jósé
Manuel Barroso, az Európai
Bizottság elnöke és Wolfgang
Schüssel osztrák kancellár, a
tanács soros elnöke is. (K. Z.)",2006-05-09
1017,"Botrányos jelenetek a City Rt. közgyűlésén
Joaquín Almunia egy húron pendül a hazai ellenzékkel. Növekvő kamatteherről, duzzadó államadósságról és költségvetési hiányról beszél fotó afp/jokn thys
___Jámbor Gyula___
Zárt közgyűlést tartott tegnap a
City Kárpótlási Jegy Befektető
Rt., amire csak azokat a részvénye­
seket engedték be, akik a dema-
terializálásról és értékpapír-letétke­
zelőnél való elhelyezésről igazolást
vittek. A kisrészvényesek hiába lo­
bogtatták meghívójukat, amelyben
az állt, hogy a papírrészvényt bir­
toklók is részt vehetnek - szavazati
jog nélkül - a közgyűlésen, nem en­
gedték be őket. Leginkább arra let­
tek volna kíváncsiak, mikor látnak
pénzt az 1995-ben kárpótlási jegyü­
kért kapott City-részvényük után. A
kárpótlási jegy hasznosítására sza­
kosodott cég főként a szocialista
párt közeli L e i s z t i n g e r  T a m á s tulaj­
donolta Arago-cégcsoport Eravis
szállodaláncának papírjait vásárol­
ta fel a kárpótlási jegyekért, majd
csekély nyereséggel azon is túl­
adtak. Mára nem maradt az egyko­
ri kárpótlásijegy-tulajdonosoknak
más, mint a kiüresített City Rt. mit
sem érő részvénye.
Ügy tűnik, a kisbefektetők ke­
resztet vethetnek a pénzükre. Töb­
ben csalódottan vették tudomásul,
hogy feleslegesen fáradtak a köz­
gyűlés helyszínére, mások szervez­
kedni kezdtek, hogy jogi úton sze­
rezzenek érvényt követeléseiknek.
R iport a 4. oldalon",2006-05-09
1018,"Egészségügy: nem volt igazi fizetésemelés
Nem volt valódi béremelés az
egészségügyben az elmúlt idő­
szakban -  derül ki egy, az
Országos Egészségbiztosítási
Pénztárnál (OEP) végzett szak­
értői vizsgálatból. A dolgozók­
nak papíron ugyan nőtt az
alapbérük, de többségüktől
azonnal vissza is vették a nö­
vekményt a különböző juttatá­
sok, pótlékok megkurtításával.
Zivkovics Natália_________________
Ú gy történtek papírforma sze­
rinti „béremelések”, hogy a
jövedelmek valójában nem növe­
kedtek - így fogalmaz az OEP kór­
ház-finanszírozásának átvilágításá­
ról szóló szakértői anyag. Valója:
bán csak a bérelemek átcsoportosí­
tása történt meg - állapítják meg a
szakértői jelentés készítői. Lapunk
korábban többször is beszámolt er­
ről a gyakorlatról.
Mindez azt jelenti, hogy meg­
emelik ugyan a dolgozók bérét a
közalkalmazottaknál kötelezően
előírt mértékkel, ám ezzel egy idő­
ben ugyanannyival csökkentik a
béren kívüli juttatásokat, pótléko­
kat, pluszpénzeket. így a munka-
vállalók egy jelentős része egyetlen
fillérrel sem kapott többet. Ez tör­
tént legutóbb az áprilisi, május ele­
jén kézhez vett béremelésnél is.
[N em ...] Folytatás a 2. oldalon >",2006-05-09
1019,"Beismerés az APEH-tól
Kiss Roland______
Szakemberek szerint lényegé­
ben elismerte az adóhatóság,
hogy ismét lehetetlen feladat elé ál­
lította az elektronikus bevallással
kapcsolatban a vállalkozókat és a
könyvelőket. Legalábbis erről árul­
kodik az Adó- és Pénzügyi Ellenőr­
zési Hivatal (APEH) tegnapi közle­
ménye, amelyben tudatja: nem
sújtja mulasztási bírsággal azokat,
akik bevallásukat késve vagy hibá­
san adják be. A hatóság május 31-
ig huny szemet az elektronikus be­
vallásokkal kapcsolatos hiányossá­
gok felett. Ez ráadásul az eredeti
dátum sokadik módosítását jelen­
ti: az új szisztéma indítását eredeti­
leg az év elejére tervezték, a mosta­
ni határidő május 12.
- A tegnap kihirdetett morató­
rium arról tanúskodik, hogy a hi­
vatal is tisztában van vele: lehetet­
len feladat elé állította a könyvelő­
ket az e hét pénteki határidővel -
közölte lapunk kérdésére R u s z i n 
Z s o l t , a Magyar Könyvelők Orszá­
gos Egyesületének budapesti elnö­
ke. Az adózók és az APEH közötti
adatforgalom lebonyolítására szol­
gáló ügyfélkapu ugyanis csak má­
jus 1-jén vált képessé a bevallások
fogadására, vagyis a cégek képvise­
lőinek szűk két hetük lett volna ar­
ra, ami közel fél évébe került az
adóhatóságnak és az Elektronikus
Kormányzat Központnak - tette
hozzá Ruszin. Az első körben be­
vallóktól az APEH ugyanakkor vár­
ja az első negyedéves adatokat is,
vagyis e tekintetben a „mély víz”
taktika érvényesül: az érintettek
rögtön négyhavi adatcsomagot
kénytelenek elkészíteni.",2006-05-09
1020,"Hírzárlat a hibákról
A z idén is kisebb-nagyóbb zökkenőkkel kezdődött az érettségi
___Farkas Melinda___
A magyar érettségi tételek átadá­
sa és kibontása során tegnap
számos hibát észleltek, az Oktatási
Minisztérium (OM) azonban nem
akarja súlyán kezelni a problémát.
Az OM csak annyit ismert el, hogy
„néhány” csoport különböző okok­
ból „némi” késéssel kezdte meg a
vizsgát. Egyelőre az tudható, hogy
két vidéki iskolába kevesebb tétel
jutott, mint ahány érettségiző diák
volt. Előfordult az is, hogy a jegyzői
irodában összecserélték az iskolák
csomagjait. Volt, ahol az iskolaigaz­
gató nem az előre megjelölt idő­
pontban jelent meg a tételekért a
jegyzőnél, így lekéste a nyolc órái
kezdést. Az OM lapunk kérdésére
nem volt hajlandó elárulni, hogy
hány iskolát és hány diákot érintet­
tek a hibák, szerintük ez egyáltalán
nem fontos, hiszen végül is min­
denhol sikerült megírni a vizsgát.
P é t e r f a l v i  A t t i l a  adatvédelmi om­
budsman szerint vélelmezhető,
hogy a tárca közérdekű adatot titkol
el, ha nem árulja el, hogy mely isko­
lákat és hány diákot érintett a hiba.
S z e b e d y  T a s , a Gimnáziumok Or­
szágos Szövetségének elnöke sze­
rint nem voltak nehezek a tételek.
Az U m b e r t o  E c ó h o z kapcsolódó fel­
adatot tartotta a legérdekesebbnek.
Részletek a 2., vezércikk a 7. oldalon",2006-05-09
1021,Hét és fél millió forintot kapott Gaskó István szakszervezeti vezető kiköltözéséért.,2006-05-10
1022,"Ha nem lesz közös alkotmány, Európának vége - hangzott el Brüsszelben.",2006-05-10
1023,Áprilisig az egész évre tervezett államháztartási hiány hatvan százaléka teljesült ,2006-05-10
1024,"Putyin-üzenet a külföldnek
HÍRÖSSZEFOGLALÓ
Ötmillióan ünnepelték Orosz-
ország-szerte tegnap a náci
Németország feletti győzelem 61.
évfordulóját felvonulásokkal és
nagygyűlésekkel. V l a g y i m i r  P u - 
t y i n ünnepi beszédében a szovjet
nép egységének tulajdonította a
győzelmet, ezúttal mellőzve a nyu­
gati szövetségesek említését. Vár­
hatóan elsősorban a külföldnek
szól majd az orosz elnök szokásos
évi üzenete is, amelyet ma mond
el a parlamentben. E várakozáso­
kat indokolják a Moszkvát a nem­
zetközi porondon egyre gyakrab­
ban érő bírálatok s az a tény, hogy
ebben az évben Oroszország a G8
soros elnöke.
R észletek a 9. oldalon",2006-05-10
1025,"Tarlós lehet Demszky kihívója
Pokorni kerületi babérokra pályázik, ezzel megnyílt az út Óbuda erős embere előtt
__ Szabó Zsolt_
Budán, a XII. kerületben P o k o r ­
n i Z o l t á n t , a Fidesz alelnökét, a
II. kerületben pedig L á n g Z s o l t helyi
elnököt javasolták polgármesterje­
löltnek a párt tagjai - értesült la­
punk. A Szövetség főpolgármester­
jelöltje információink szerint ezek
után T a r l ó s I s t v á n , Óbuda független
polgármestere lehet, az MSZP és az
SZDSZ egyelőre titkolózik
A Fidesz hegyvidéki szervezeté­
nek elnöksége tegnap egyhangú
döntéssel terjesztette elő Pokorni
Zoltánról szóló javaslatát. Láng
Zsoltot, a Szövetség II. kerületi szer­
vezeti elnökét szintén elsöprő több­
séggel, hétfőn fogadta el polgármes­
terjelöltnek a helyi taggyűlés.
Úgy tudjuk, a legnagyobb ellen­
zéki párt Tarlós Istvánt, Óbuda-Bé-
kásmegyer független polgármeste­
rét indítaná harcba a főpolgármes­
teri poszt elnyeréséért. Várhatóan a
jövő héten, még a május 20-ra ösz-
szehívott kongresszus előtt - a párt
alapszabályában foglaltak szerint -
a budapesti választmány javaslatot
tesz a jelölt személyére, majd a fő­
városi lista sorrendjére is.
[T arlő s...]  Folytatás a 3. oldalon >",2006-05-10
1026,"Amerika nem válaszol Iránnak
Az ENSZ Biztonsági Tanácsának legfőbb hatalmai döntés elé állíthatják Teheránt
HÍRÖSSZEFOGLALÓ
A z Egyesült Államok nem ad hi­
vatalos, írásos választ M a h - 
m ú d  A h m a d i n e z s á d iráni elnök le­
velére - jelentette be tegnap a Fehér
Ház. Az iráni államfő a hétfői üze­
netben a világ aktuális problémáiról
fejtette ki nézetét, és „új megoldáso­
kat” javasolt a gondokra G e o r g e 
B u s h  amerikai elnöknek. C o n d o - 
l e e z z a  R i c e amerikai külügyminisz-
tér egy interjúban azt a véleményét
hangoztatta, hogy Mahmúd Ahma­
dinezsád történelmi, filozófiai és
vallási kérdéseket fejtegető levele
nem jelent diplomáciai nyitást.
Közben tegnap megállapodtak az
ENSZ Biztonsági Tanácsának leg­
főbb hatalmai az Iránnal szembeni
fellépésről nukleáris programját il­
letően - közölte egy névtelenséget
kérő európai illetékes.
T ovábbiak a 8. oldalon",2006-05-10
1027,"Privatizálnák az autópályát építő céget is
...Szabó Eszter-Putsay Gábor_____
Kóka  János gazdasági minisz­
ter tegnap új elképzeléssel
állt elő a sztrádaépítések finanszí­
rozását illetően, miután bebizo­
nyosodott, hogy az autópálya-ki­
adások kreatív, trükkökkel teli
könyvelését az EU várhatóan az
idén is elutasítja. A kormány dön­
tése értelmében a magyar állam
részlegesen eladná a sztrádák üze­
meltetését, mégpedig úgy, hogy az
Állami Autópálya Kezelő Zrt. tő­
keemeléssel járó privatizáció so­
rán a Budapesti Értéktőzsdére ke­
rül. Kóka arról nem nyilatkozott,
hogy mekkora üzletrészt akarnak
a tőzsdei bevezetéssel magánbe­
fektetőknek átadni, az előzetes
tervek szerint 20-40 százalék kö­
zötti részvénycsomagot értékesí­
tenének.
Eközben tény: a legfejlettebb
nyugat-európai országokban - így
Németországban és Ausztriában is
- egyfajta nemzeti szimbólum az
autópályák állami kézben tartása.
De nem csupán a nemzeti büszke­
ség és a gazdasági ésszerűség kö­
vetelné meg az állami irányítást:
Franciaország 2004-ben már pró­
bálkozott a hiánycsökkentés ha­
sonló technikájával, és a brüsszeli
válasz akkor is elutasító volt.
Szakértők ugyanakkor csak
újabb elszámolási trükknek ne­
vezték a tegnap ismertetett techni­
kát, amely érdemben nem mér­
sékli a 25 tagú unióban legmaga­
sabbnak számító magyar hiányt,
csupán kreatív könyveléssel 'kí­
vánja megoldani a problémát. Va­
lószínűsíthető az újfajta elszámo­
lás uniós elutasítása is, az EU sta­
tisztikai hivatala ugyanis csak bi­
zonyos feltételek teljesülése esetén
engedélyezi, hogy az autópálya­
építés kiadásait a költségvetésen
kívülre lehessen tenni, márpedig
ezek az előírások a most ismerte­
tett módszernél sem teljesülnek.
Írások a 13. oldalon",2006-05-10
